json_line_no	url	text	line_id
0	https://www.animeunited.com.br/tag/chihayafuru/	Para compensar o adiamento do episódio 13 da 3ª temporada, o site oficial da adaptação para série anime de Chihayafuru, de Yuki Suetsugu, revelou que no dia 28 de janeiro serão exibidos os episódios 16 e 17 juntos. Sinopse: Chihaya Ayase é uma jovem garota que sempre cresceu as sombra de sua irmã mais velha. Mas isto não é um problema já […]	1
0	https://www.animeunited.com.br/tag/chihayafuru/	"Durante o evento ""Chihayafuru in Award"" celebrado neste fim de semana, foi anunciado que o anime Chihayafuru terá uma terceira temporada, a qual tem estreia datada para ocorrer em algum momento de 2019. Sinopse "" Chihaya Ayase é uma jovem garota que sempre cresceu as sombra de sua irmã mais velha, mas isto não é […]"	2
1	https://www.infraempauta.com.br/2021/11/	O Infra em Pauta desta segunda-feira (29) é um programa especial sobre a Desestatização de Portos, tendo como convidado especial Frederico Bussinger, que foi presidente da Companhia Docas de São Sebastião (CDSS), SPTrans, CPTM e Confea. Diretor da Companhia Docas do Estado de São Paulo (Codesp), e do Departamento Hidroviário de SP e do Metrô de SP.	3
1	https://www.infraempauta.com.br/2021/11/	O Infra em Pauta desta segunda-feira (15) é um programa especial sobre os Leilões 5G, tendo como convidados especiais Caio Mário Pereira Neto, Sócio do Pereira Neto Advogados e professor da Escola de Direito da FGV-SP, e Mateus Piva Adami, sócio do Pereira Neto Advogados e doutorando e mestre em Direito Público pela Universidade de São Paulo (USP). ⠀ O Infra em Pauta conta com a participação de Mauricio Portugal Ribeiro, Felipe Graziano e Sebastian Butto avaliando o que foi notícia no	4
1	https://www.infraempauta.com.br/2021/11/	O Infra em Pauta desta segunda-feira (08) discute sobre os impactos no setor de energia elétrica em razão da melhora nas condições hídricas, a possibilidade de edição de decreto permitindo a exploração comercial em aeroportos privados e a atualização em relação à concessão do Aeroporto Santos Dumont. O Infra em Pauta conta com a participação de Mauricio Portugal Ribeiro, Felipe Graziano, Sebastian Butto avaliando o que foi notícia no setor de Infraestrutura.	5
1	https://www.infraempauta.com.br/2021/11/	O Infra em Pauta desta segunda-feira (01) discute sobre as alterações na Lei de Improbidade, a aquisição da Sulgas pela Compass e também a Licitação da Via Dutra. O Infra em Pauta conta com a participação de Mauricio Portugal Ribeiro, Felipe Graziano, Sebastian Butto avaliando o que foi notícia no setor de Infraestrutura.	6
2	https://camaradesantaremnovo.pa.gov.br/pauta-da-1a-sessao-extraordinaria-de-29-de-janeiro-de-2020/pauta-da-1a-sessao-extraordinaria-do-7o-periodo-da-14a-legislatura/	Você está em:Home»Atividades Legislativas»PAUTA DA 1ª SESSÃO EXTRAORDINÁRIA, DE 29 DE JANEIRO DE 2020»PAUTA DA 1ª SESSÃO EXTRAORDINÁRIA do 7º Período da 14ª Legislatura	7
4	https://superempreendedores.com/empreendedorismo/recursos-humanos/carreiras-estruturadas-estao-desaparecendo/	Nos próximos anos, o papel das organizações será criar um ambiente que permita aos funcionários um crescimento constante. Ao contrário dos sistemas tradicionais, em que o profissional deveria seguir uma trajetória linear, novas trilhas de carreira têm surgido ao longo dos últimos anos. Um exemplo é a carreira em Y, em que é possível escolher entre um cargo gerencial ou técnico, ou a carreira em W, que prevê a possibilidade de carreiras paralelas como gestão de projetos.	8
5	https://www.gamevicio.com/39-jogos-de-aventura-para-linux-que-voce-tem-que-conhecer/	Procurando Jogos de Aventura? Preparamos uma lista com 39 ótimos Jogos de Aventura para Linux que você precisa conhecer!	9
5	https://www.gamevicio.com/39-jogos-de-aventura-para-linux-que-voce-tem-que-conhecer/	Numen: Contest of Heroes é um game de Aventura e Role-playing (RPG), pelo estúdio Cinemax, s.r.o., foi lançado em 4 de Maio de 2010, estando disponível para Computador, Linux	10
5	https://www.gamevicio.com/39-jogos-de-aventura-para-linux-que-voce-tem-que-conhecer/	Nove divindades. Nove heróis. E apenas um campeão. Grécia Mitológica. A terra dos deuses, poetas, heróis, mas também de terríveis monstros e criaturas.	11
5	https://www.gamevicio.com/39-jogos-de-aventura-para-linux-que-voce-tem-que-conhecer/	O jogador controla um dos nove heróis, que em nome dos deuses compete em uma grande prova para testar as suas capacidades. Um herói que peregrina sobre as mais altas montanhas, vales e florestas, abóbadas subterrâneas e areias quentes do deserto.	12
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	A relação entre a estrutura de capital e a política de dividendos: evidência nas empresas da Euronext Lisbon | Estudos do ISCA	13
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	A relação entre a estrutura de capital e a política de dividendos: evidência nas empresas da Euronext Lisbon	14
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	Luís Paulo Morais Cunha Instituto Superior de Contabilidade e Administração da Universidade de Aveiro	15
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	Tanto a estrutura de capital como a política de dividendos têm sido alvo de estudo intensivo, porém, sem grandes conclusões. Vários são os estudos que assumem a relação exógena entre a estrutura de capital e as respetivas variáveis explicativas, verificando-se o mesmo na vertente da política de dividendos. Recentemente, questionou-se a hipótese em que a relação entre a estrutura de capital e a política de dividendos seja endógena, implicando que decisões relativamente à estrutura de capital influenciam a política de dividendos e vice-versa.	16
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	O principal objetivo deste trabalho é encontrar evidência que confirme uma eventual relação entre a estrutura de capital e a política de dividendos. Consequentemente, foi construído um modelo econométrico que, com base em duas metodologias diferentes, permitirá confirmar, ou não, o objetivo acima proposto, como também perceber quais são os fatores determinantes da estrutura de capital e da política de dividendos.	17
6	https://proa.ua.pt/index.php/estudosdoisca/article/view/2056	Este estudo, tanto quanto se sabe, é o primeiro a realizar esta análise entre as duas temáticas, tendo por base o contexto económico e empresarial de Portugal. Nesse sentido, não foi encontrada evidência que permita confirmar a existência entre a estrutura de capital e a política de dividendos das empresas da Euronext Lisbon. Contudo, encontrou-se evidência que permite concluir que a teoria da pecking order é a mais adequada na explicação da estrutura de capitais e foi encontrada evidência da não aceitação da hipótese da irrelevância dos dividendos.	18
7	https://www1.folha.uol.com.br/mercado/2022/06/teoria-do-mais-tolo-explica-nfts-e-criptomoedas-diz-bill-gates.shtml	"O fundador da Microsoft, Bill Gates, disse que criptomoedas e NFTs são uma classe de ativos ""100% baseada em um tipo de teoria do mais tolo, de que alguém vai pagar mais por isso do que eu""."	19
7	https://www1.folha.uol.com.br/mercado/2022/06/teoria-do-mais-tolo-explica-nfts-e-criptomoedas-diz-bill-gates.shtml	https://www1.folha.uol.com.br/mercado/2022/06/teoria-do-mais-tolo-explica-nfts-e-criptomoedas-diz-bill-gates.shtml	20
9	https://www.expeer.club/2020/01/2020-um-ano-de-otimismo-para-o-mercado-imobiliario/	Em início de ano, é importante consultar e estar atento para as previsões sobre o mercado, as possibilidades de investimentos e as expectativas da economia. Pois bem, para 2020, se o assunto é setor imobiliário, as previsões são boas. Os números do último trimestre de 2019 fazem acreditar que durante o novo ano o mercado imobiliário seguirá como uma boa opção de investimento.	21
9	https://www.expeer.club/2020/01/2020-um-ano-de-otimismo-para-o-mercado-imobiliario/	Segundo a Associação Brasileira das Entidades de Crédito Imobiliário e Poupança (Abecip), no que tange ao financiamento de imóveis em 2019, o número é 32% maior que em 2018. Em entrevista, Cristiane Portella, presidente da Abecip, diz que o aumento recebido no segundo semestre de 2019 deve se manter em 2020.	22
9	https://www.expeer.club/2020/01/2020-um-ano-de-otimismo-para-o-mercado-imobiliario/	Um segundo motivo que explica essa maré de otimismo é a diminuição do índice de desemprego no país. No último trimestre de 2019 esse índice retrocedeu, o que demonstra uma maior quantidade de brasileiros empregados, o que os torna potenciais compradores de imóveis. Em um mercado mais aquecido, um terceiro motivo de otimismo é a taxa básica de juros, que nas últimas semanas de 2019 atingiu a sua mínima história, de 4,5%. Quanto menor for a Selic, menor serão os juros sobre os empréstimos, logo isso estimula a contratação desse tipo de produto, que consequentemente aquece o consumo de forma geral e também no mercado imobiliário.	23
9	https://www.expeer.club/2020/01/2020-um-ano-de-otimismo-para-o-mercado-imobiliario/	Esse aquecimento do mercado se alinha com os dados apurados por uma pesquisa da Fundação Getúlio Vargas (FGV) que aponta a construção de 14 milhões de novas moradias no Brasil, nos próximos 5 anos, ou seja, uma provável expansão do setor.	24
9	https://www.expeer.club/2020/01/2020-um-ano-de-otimismo-para-o-mercado-imobiliario/	Esses são alguns fatores quem indicam uma melhora que poderá ser comprovada ainda no primeiro trimestre de 2020. Enquanto acontecem os primeiros dias do ano, os investidores podem buscar conhecer melhor os diversos produtos disponíveis para investimento no setor imobiliário. Clique aqui e veja quais são eles.	25
11	https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-paraiba/sao-miguel-de-taipu-pb/presidente/	Todos os resultados da apuração no município de São Miguel de Taipu (PB) nas Eleições 2018: os eleitos e os candidatos mais votados para presidente, governador, senador, deputado federal e deputado estadual somando todos os locais de votação da cidade	26
11	https://especiais.gazetadopovo.com.br/eleicoes/2018/resultados/municipios-paraiba/sao-miguel-de-taipu-pb/presidente/	Resultados do 2º turno para presidente em São Miguel de Taipu (PB): veja como foi a votação Bolsonaro x Haddad	27
14	https://br.sputniknews.com/20160927/Russia-denuncia-direitos-humanos-Donbass-6421351.html	A Rússia espera que os seus parceiros na resolução da situação na Ucrânia prestem mais atenção às informações da missão da ONU sobre as violações dos direitos... 27.09.2016, Sputnik Brasil	28
14	https://br.sputniknews.com/20160927/Russia-denuncia-direitos-humanos-Donbass-6421351.html	mundo, notícias, donbass, ucrânia, lugansk, natalia zolotova, conselho de direitos humanos das nações unidas, rússia	29
16	https://portalcanaa.com.br/loteria/lotofacil-desta-quarta-feira-23-tres-apostam-faturam-mais-de-r-632-mil-no-concurso-1666-veja-o-resultado/	Lotofácil desta quarta-feira (23): três apostam faturam mais de R$ 632 mil no concurso 1666; veja o resultado - Portal Canaã	30
16	https://portalcanaa.com.br/loteria/lotofacil-desta-quarta-feira-23-tres-apostam-faturam-mais-de-r-632-mil-no-concurso-1666-veja-o-resultado/	Lotofácil desta quarta-feira (23): três apostam faturam mais de R$ 632 mil no concurso 1666; veja o resultado	31
16	https://portalcanaa.com.br/loteria/lotofacil-desta-quarta-feira-23-tres-apostam-faturam-mais-de-r-632-mil-no-concurso-1666-veja-o-resultado/	Nesta quarta-feira (23) é dia de Lotofácil do concurso 1666 e o prêmio segundo a Caixa Econômica é de R$1,7 milhões. Para jogar na Lotofácil, basta marcar de 15 a 18 números dentre os 25 disponíveis no volante. Ganha quem tiver 11, 12, 13, 14 ou 15 acertos.	32
17	https://www.teresinadiario.com/materia/4141/pedro-silva/orquestra-sinfonica-de-teresina-agora-e-patrimonio-imaterial-do-piaui.html	A OST é mantida pela Prefeitura Municipal de Teresina, através de um contrato de gestão com a Fundação Municipal de Cultura Monsenhor Chaves. Para saber mais sobre apresentações e cursos realizados pela Orquestra Sinfônica de Teresina, basta acessar o site cultura.pmt.pi.gov.br ou seguir a página cultura_the no Instagram.	33
18	https://assistirfilmesonlinehd.me/episodios/maradona-conquista-de-um-sonho-1-temporada-x-episodio-1-online-gratis/	Maradona tem uma overdose, e seu estado é crítico. Em outro momento, Diego inicia sua carreira como jogador de futebol.	34
20	https://jovemnerd.com.br/nerdbunker/veja-trailer-de-the-wrestler/	The Wrestler, filme dirigido por Darren Aronofsky e escrito por Robert D. Siegel, e que já faturou o prêmio de melhor filme no festival de Veneza e tem data marcada de estréia para o dia 16 de janeiro de 2009 saindo pela Fox Searchlight. O longa metragem conta a história do lutador profissional aposentado Randy […]	35
20	https://jovemnerd.com.br/nerdbunker/veja-trailer-de-the-wrestler/	The Wrestler, filme dirigido por Darren Aronofsky e escrito por Robert D. Siegel, e que já faturou o prêmio de melhor filme no festival de Veneza e tem data marcada de estréia para o dia 16 de janeiro de 2009 saindo pela Fox Searchlight.	36
