Sent ID,Source,Reference,MT,Model,Score,Unbabel/XCOMET-XL,Unbabel/wmt23-cometkiwi-da-xxl,Unbabel/wmt23-cometkiwi-da-xl,Unbabel/XCOMET-XXL,google/metricx-23-qe-large-v2p0,google/metricx-23-qe-xl-v2p0,CometMT,xcomet-metricX-XL,xcomet-ensemble,Unbabel-QE,Unbabel/XCOMET-XL (mqm),Unbabel/XCOMET-XXL (mqm),xcomet-xxl-mqm-ensemble,xcomet-kiwi,xcomet-xxl-mqm-ensemble-prod,xcomet-kiwi-prod,xcomet-ensemble-prod,xCOMET-XL (Ref),xCOMET-XXL (Ref),CometMT-MBR
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",This document is prepared in accordance with the provisions of the GB/T 1.1-202 Standardization Work Guide Part: Structure and Drafting Rules of Standardization Documents.,GPT-4,63,0.8453977108001709,0.7083287835121155,0.6607363224029541,0.9262388944625854,2.7641363,4.155119,0.772925853729248,-1.6548606445999146,0.8858183026313782,0.8008603453636169,-2,0,0.4631194472312927,0.8172838389873505,0.0,0.6560816693562899,0.7830402410327508,0.5933901071548462,0.8463091254234314,0.8601607
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",This document follows the requirements of GB/T 1.1-202 Standardization Work Guideline Part 1: Structure and Drafting Rules for Standardization Documents to provide guidance.,ALMA-R,66,0.721164345741272,0.6477241516113281,0.6504653692245483,0.8809565901756287,2.6507187,3.8829913,0.7651023864746094,-1.580913477129364,0.8010604679584503,0.792161762714386,-12,-5,-2.0595217049121857,0.7643403708934784,-4.404782950878143,0.5706168599779176,0.6353144829804691,0.5807385444641113,0.8464714288711548,0.83619
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.","This paper is written according to the provisions of the GB/T 1.1-2020 standardization work guideline, part one: structure and drafting rules of standardization documents.",Tower-7b,60,0.8480288982391357,0.6687002778053284,0.6487537026405334,0.9004971981048584,2.4594905,3.1693926,0.7556853890419006,-1.1606818508804322,0.8742630481719971,0.7934384942054749,-2,-2,-0.5497514009475708,0.7845987379550934,-1.8009943962097168,0.6021627265356386,0.7636476467762918,0.5634647607803345,0.66950523853302,0.80848724
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",This document is in accordance with the provisions of Part 1 of GB/T 1.1-202 Guidelines for Standardization Work: Structure and Drafting Rules of Standardization Documents.,Tower-13b,66,0.8465160131454468,0.7063321471214294,0.6481646299362183,0.9299435615539552,2.5879226,3.7242374,0.768181562423706,-1.4388606934272763,0.8882297873497009,0.7967024445533752,-2,0,0.4649717807769776,0.8181378543376923,0.0,0.6568490325341544,0.7872121161769315,0.6990859508514404,0.8945565223693848,0.84523046
0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",This document follows the provisions of GB/T 1.1-202 Long-term Standardization Work Guidelines Part 2: Structure and Drafting Rules of Standardization Documents.,Google,60,0.8315763473510742,0.6709734797477722,0.6498537063598633,0.934038519859314,2.4651542,3.4593196,0.7845986485481262,-1.313871626324463,0.8828074336051941,0.7950587868690491,-4,0,0.467019259929657,0.8025059998035431,0.0,0.6267150758884625,0.7767243406298121,0.7767785787582397,0.9387161731719972,0.8444395
1,"本文件代替 GB 18030 一 2005 信息技术 ”中文编码字符集与 GB 18030 一 2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 Information Technology “The Chinese Coded Character Set and Comparison with GB 18030-2005, except for structural adjustments and editorial changes, the main changes are as follows:",Tower-7b,15,0.608343243598938,0.7700802683830261,0.6245157122612,0.8206881284713745,4.850625,3.065647,0.7566969394683838,-1.228651878200531,0.7145156860351562,0.7614434957504272,-20,-6,-2.5896559357643127,0.7953841984272003,-4.924128770828247,0.6319957342319995,0.4992600780574179,0.4595862925052643,0.692567765712738,0.8173307
1,"本文件代替 GB 18030 一 2005 信息技术 ”中文编码字符集与 GB 18030 一 2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 ""Information Technology - Chinese Character Set Encoding"". Compared with GB 18030-2005, besides structural adjustments and editorial changes, the main technical changes are as follows:",GPT-4,20,0.8251938819885254,0.8497338891029358,0.7178049683570862,0.9585230350494384,4.111409,2.2651885,0.7715896964073181,-0.7199973090057372,0.8918584585189819,0.7769139409065247,-3,0,0.4792615175247192,0.9041284620761872,0.0,0.8144895063673089,0.7909673442678694,0.7360148429870605,0.8635662794113159,0.8374702
1,"本文件代替 GB 18030 一 2005 信息技术 ”中文编码字符集与 GB 18030 一 2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 ""Information Technology"" Chinese coded character set. Compared with GB 18030-2005, in addition to structural adjustments and editorial changes, the main expansion changes are as follows:",Google,20,0.6684609651565552,0.8109241724014282,0.676332950592041,0.786400318145752,4.989169,3.6790276,0.7812790274620056,-1.5052833174217224,0.7274306416511536,0.7726044058799744,-17,-11,-5.106799840927124,0.7986622452735901,-8.650403499603271,0.6377110271685638,0.5256779156671314,0.6355993151664734,0.712530255317688,0.8242327
1,"本文件代替 GB 18030 一 2005 信息技术 ”中文编码字符集与 GB 18030 一 2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 Information Technology ""Chinese Character Set Extensions to GB 18030-2005"" compared to GB 18030-2005, in addition to structural adjustments and editorial changes, the main expansion changes are as follows:",ALMA-R,20,0.5164943933486938,0.7779335379600525,0.6661549806594849,0.6962838172912598,5.993641,4.394937,0.7432953715324402,-1.939221303325653,0.6063891053199768,0.7533726096153259,-30,-15,-7.15185809135437,0.7371086776256561,-10.444257259368896,0.5416625334097205,0.359626687810362,0.4448169469833374,0.5820184946060181,0.79421043
1,"本文件代替 GB 18030 一 2005 信息技术 ”中文编码字符集与 GB 18030 一 2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This record upgrades the Chinese coded character set for ""Data Innovation"" in GB 18030-2005, with the special case of auxiliary adjustments and publication modifications, the vital specialized changes from GB 18030-2005 are as takes after:","This document replaces GB 18030-2005 Information technology “Chinese character set code for GB 18030-2005” Compared with GB 18030-2005, the main changes are as follows, except for structural adjustment and editorial changes:",Tower-13b,18,0.5387150645256042,0.7651764750480652,0.6450852751731873,0.6016321182250977,4.605136,3.3225026,0.7646888494491577,-1.391893767737198,0.570173591375351,0.7538037300109863,-25,-25,-12.199183940887451,0.6834042966365814,-15.04080295562744,0.460354743499181,0.3241082853903094,0.4608244895935058,0.5387487411499023,0.8167766
